Register_ID,Exception_ID,Dataset,Source_Row_Index,Source_Row_Number,Record_ID,Column,Issue_Type,Current_Value,Rule_ID,Rule_Type,Valid_Condition,Rule_Action,Rule_Reason,Severity,Severity_Rank,Status,Review_Priority,Recommended_Action,Review_Owner,Review_Decision,Resolution_Value,Resolution_Notes,Include_In_Trusted_Data,Requires_Source_Review,Created_From
REG-00138,EXC-00277,Access_Control,40,42,ACC0041,Reason,Missing value,,DQ-0022,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00139,EXC-00278,Access_Control,41,43,ACC0042,Reason,Missing value,,DQ-0022,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00140,EXC-00279,Access_Control,44,46,ACC0045,Reason,Missing value,,DQ-0022,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00141,EXC-00018,Delays_Downtime,0,2,DLY0001,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00142,EXC-00019,Delays_Downtime,3,5,DLY0004,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00143,EXC-00020,Delays_Downtime,4,6,DLY0005,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00144,EXC-00021,Delays_Downtime,9,11,DLY0010,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00145,EXC-00033,Delays_Downtime,9,11,DLY0010,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00146,EXC-00022,Delays_Downtime,13,15,DLY0014,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00147,EXC-00023,Delays_Downtime,15,17,DLY0016,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00148,EXC-00034,Delays_Downtime,16,18,DLY0017,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00149,EXC-00024,Delays_Downtime,17,19,DLY0018,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00150,EXC-00035,Delays_Downtime,18,20,DLY0019,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00151,EXC-00036,Delays_Downtime,19,21,DLY0020,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00152,EXC-00017,Delays_Downtime,20,22,DLY0021,Duration,Missing value,,DQ-0036,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00153,EXC-00025,Delays_Downtime,22,24,DLY0023,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00154,EXC-00026,Delays_Downtime,26,28,DLY0027,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00155,EXC-00037,Delays_Downtime,27,29,DLY0028,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00156,EXC-00027,Delays_Downtime,28,30,DLY0029,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00157,EXC-00038,Delays_Downtime,30,32,DLY0031,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00158,EXC-00028,Delays_Downtime,31,33,DLY0032,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00159,EXC-00029,Delays_Downtime,33,35,DLY0034,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00160,EXC-00039,Delays_Downtime,33,35,DLY0034,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00161,EXC-00030,Delays_Downtime,34,36,DLY0035,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00162,EXC-00040,Delays_Downtime,35,37,DLY0036,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00163,EXC-00031,Delays_Downtime,36,38,DLY0037,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00164,EXC-00041,Delays_Downtime,39,41,DLY0040,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00165,EXC-00042,Delays_Downtime,42,44,DLY0043,Comment,Missing value,,DQ-0030,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00166,EXC-00032,Delays_Downtime,45,47,DLY0005,Approved_By,Missing value,,DQ-0027,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00167,EXC-00253,Environmental_Readings,1,3,ENV0002,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00168,EXC-00238,Environmental_Readings,3,5,ENV0004,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00169,EXC-00254,Environmental_Readings,11,13,ENV0012,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00170,EXC-00239,Environmental_Readings,11,13,ENV0012,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00171,EXC-00255,Environmental_Readings,12,14,ENV0013,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00172,EXC-00240,Environmental_Readings,12,14,ENV0013,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00173,EXC-00241,Environmental_Readings,16,18,ENV0017,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00174,EXC-00256,Environmental_Readings,17,19,ENV0018,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00175,EXC-00242,Environmental_Readings,17,19,ENV0018,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00176,EXC-00243,Environmental_Readings,18,20,ENV0019,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00177,EXC-00244,Environmental_Readings,21,23,ENV0022,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00178,EXC-00257,Environmental_Readings,25,27,ENV0026,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00179,EXC-00245,Environmental_Readings,25,27,ENV0026,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00180,EXC-00258,Environmental_Readings,26,28,ENV0027,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00181,EXC-00246,Environmental_Readings,28,30,ENV0029,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00182,EXC-00247,Environmental_Readings,30,32,ENV0031,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00183,EXC-00259,Environmental_Readings,31,33,ENV0032,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00184,EXC-00248,Environmental_Readings,33,35,ENV0034,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00185,EXC-00249,Environmental_Readings,35,37,ENV0036,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00186,EXC-00260,Environmental_Readings,36,38,ENV0037,Comment,Missing value,,DQ-0050,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00187,EXC-00250,Environmental_Readings,42,44,ENV0043,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00188,EXC-00251,Environmental_Readings,43,45,ENV0044,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00189,EXC-00252,Environmental_Readings,44,46,ENV0045,Quality_Flag,Missing value,,DQ-0054,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00190,EXC-00002,Equipment_Events,0,2,EVT0001,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00191,EXC-00003,Equipment_Events,4,6,EVT0005,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00192,EXC-00004,Equipment_Events,6,8,EVT0007,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00193,EXC-00001,Equipment_Events,6,8,EVT0007,Equipment_Name,Missing value,,DQ-0069,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00194,EXC-00005,Equipment_Events,9,11,EVT0010,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00195,EXC-00006,Equipment_Events,13,15,EVT0014,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00196,EXC-00007,Equipment_Events,15,17,EVT0016,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00197,EXC-00008,Equipment_Events,17,19,EVT0018,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00198,EXC-00009,Equipment_Events,18,20,EVT0019,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00199,EXC-00010,Equipment_Events,21,23,EVT0022,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00200,EXC-00011,Equipment_Events,25,27,EVT0026,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00201,EXC-00012,Equipment_Events,26,28,EVT0027,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00202,EXC-00013,Equipment_Events,27,29,EVT0028,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00203,EXC-00014,Equipment_Events,41,43,EVT0042,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00204,EXC-00015,Equipment_Events,43,45,EVT0044,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00205,EXC-00016,Equipment_Events,45,47,EVT0010,Comment,Missing value,,DQ-0067,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00206,EXC-00236,Maintenance_Notifications,28,30,MNT0029,Actual_End,Missing value,,DQ-0086,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00207,EXC-00046,Operator_Activities,0,2,ACT0001,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00208,EXC-00045,Operator_Activities,7,9,ACT0008,Operator_ID,Missing value,,DQ-0129,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00209,EXC-00047,Operator_Activities,8,10,ACT0009,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00210,EXC-00048,Operator_Activities,13,15,ACT0014,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00211,EXC-00049,Operator_Activities,21,23,ACT0022,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00212,EXC-00050,Operator_Activities,24,26,ACT0025,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00213,EXC-00051,Operator_Activities,25,27,ACT0026,Comment,Missing value,,DQ-0117,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Data quality reviewer,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00214,EXC-00125,Safety_Observations,0,2,SAF0001,Closed_Date,Missing value,,DQ-0143,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Operations data steward,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00215,EXC-00126,Safety_Observations,1,3,SAF0002,Closed_Date,Missing value,,DQ-0143,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Operations data steward,,,,Yes with documented caveat,False,exception_candidates.csv
REG-00216,EXC-00127,Safety_Observations,2,4,SAF0003,Closed_Date,Missing value,,DQ-0143,Completeness,Missing values must be explained by a valid business reason,Flag missing values for review before trusted use,Profiling detected missing values in this column,Medium,3,REVIEW_REQUIRED,P3,Confirm whether missingness is valid before trusted analysis,Operations data steward,,,,Yes with documented caveat,False,exception_candidates.csv
